dataset,case_id,family,seed,go2_mode,source_aware_policy,row_status_detected,resume_action,reason,last_modified
BY3,BY3_H_dual_yaw_noise_026,yaw_noise,5,G04_GO2_RP_HVEL,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_026,yaw_noise,5,G05_GO2_FULL_AUX,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_027,yaw_noise,6,G00_NO_GO2,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_027,yaw_noise,6,G01_GO2_RP_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_027,yaw_noise,6,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_027,yaw_noise,6,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_027,yaw_noise,6,G04_GO2_RP_HVEL,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_027,yaw_noise,6,G05_GO2_FULL_AUX,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_028,yaw_noise,7,G00_NO_GO2,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_028,yaw_noise,7,G01_GO2_RP_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_028,yaw_noise,7,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_028,yaw_noise,7,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_028,yaw_noise,7,G04_GO2_RP_HVEL,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_028,yaw_noise,7,G05_GO2_FULL_AUX,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_029,yaw_noise,8,G00_NO_GO2,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_029,yaw_noise,8,G01_GO2_RP_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_029,yaw_noise,8,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_029,yaw_noise,8,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_029,yaw_noise,8,G04_GO2_RP_HVEL,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_029,yaw_noise,8,G05_GO2_FULL_AUX,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_030,yaw_noise,9,G00_NO_GO2,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_030,yaw_noise,9,G01_GO2_RP_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_030,yaw_noise,9,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_030,yaw_noise,9,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_030,yaw_noise,9,G04_GO2_RP_HVEL,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_H_dual_yaw_noise_030,yaw_noise,9,G05_GO2_FULL_AUX,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_001,yaw_std,,G00_NO_GO2,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_001,yaw_std,,G01_GO2_RP_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_001,yaw_std,,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_001,yaw_std,,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_001,yaw_std,,G04_GO2_RP_HVEL,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_001,yaw_std,,G05_GO2_FULL_AUX,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_002,yaw_std,,G00_NO_GO2,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_002,yaw_std,,G01_GO2_RP_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_002,yaw_std,,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_002,yaw_std,,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_002,yaw_std,,G04_GO2_RP_HVEL,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_002,yaw_std,,G05_GO2_FULL_AUX,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_003,yaw_std,,G00_NO_GO2,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_003,yaw_std,,G01_GO2_RP_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_003,yaw_std,,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_003,yaw_std,,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_003,yaw_std,,G04_GO2_RP_HVEL,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
BY3,BY3_E_yaw_std_inflation_003,yaw_std,,G05_GO2_FULL_AUX,SA04_N6B_POLICY,MISSING_OUTPUT_DIR,RERUN_MISSING_ONLY,planned output directory missing,
