dataset,case_id,family,seed,case_dir,go2_mode,source_aware_policy,runtime_attempted,row_status,returncode,config_hash,input_hash,trace_used_online,receiver_imu_as_body,go2_position_as_truth,go2_yaw_as_truth,final_v23_output_solver_input,legsa_output_solver_input,no_per_case_tuning,output_hash,go2_roll_pitch_update_count,go2_horizontal_velocity_update_count,go2_readiness_metadata_count,go2_vertical_velocity_prior_enabled,yaw_metric_status,position_rmse_h,position_rmse_3d,up_rmse,velocity_rmse,roll_rmse,pitch_rmse,yaw_rmse,epoch_count,time_start,time_end,source_aware_trace_rows,source_reject_count,source_downweight_count,blocked_reason
BY2,C_position_noise_mild,position_noise,7.0,C_position_noise_mild__seed_7,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,1cbb04c805ad7821198769803219675ded2821c5800284c6886d7229c3d0dbfc,e8021bed0db893b65fe1084c352728d037cd9970e324c564a338fc03b6ccac4d,False,False,False,False,False,False,True,4009707ad8ac642af6354ab20ca8729fad07f33d2a641932ac687c2f75fa3637,0.0,0.0,0.0,False,official,0.8178074849724086,1.3513229782296583,1.075762385015658,,1.1041747528224068,1.608932813285605,2.263050600800731,56643.0,66.0,339.997055769,1087.0,0.0,912.0,
BY2,C_position_noise_mild,position_noise,7.0,C_position_noise_mild__seed_7,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,47375ac0b5571dfb766f527db3ed450e1ad5182883da52adf8161f6ba9f48972,e8021bed0db893b65fe1084c352728d037cd9970e324c564a338fc03b6ccac4d,False,False,False,False,False,False,True,9500f3a68883ab19f751fc1223438f2cac51208ceb9085149467e6a3232b9ae5,274.0,0.0,0.0,False,official,0.817647491184518,1.3511606608210516,1.0756801157918856,,1.0993146315164704,1.607237450955993,2.2544172218165563,56643.0,66.0,339.997055769,1361.0,0.0,1188.0,
BY2,C_position_noise_mild,position_noise,7.0,C_position_noise_mild__seed_7,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,e8eb0a83c0b61fd52e986660b520f9e0e4537137567880945a4b4ed40f3b5ac9,e8021bed0db893b65fe1084c352728d037cd9970e324c564a338fc03b6ccac4d,False,False,False,False,False,False,True,90c09e8e8026150ce752b96f78e97d37fb0f2e4a5b2b5a26bbd2362a92659709,0.0,274.0,0.0,False,official,0.8177947166679786,1.3513142395382398,1.07576111445281,,1.1041435480511337,1.6088580771384238,2.262997162326863,56643.0,66.0,339.997055769,1361.0,0.0,1186.0,
BY2,C_position_noise_mild,position_noise,7.0,C_position_noise_mild__seed_7,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,749754289d3d7326340b130dc021db7a0156c4848287fd4d5acab2c8ebc68c4e,e8021bed0db893b65fe1084c352728d037cd9970e324c564a338fc03b6ccac4d,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_mild,position_noise,7.0,C_position_noise_mild__seed_7,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,7010cd76e08002c75f1d3703bdfa05ecdc00707ebc3288acb10421dda0cee8b6,e8021bed0db893b65fe1084c352728d037cd9970e324c564a338fc03b6ccac4d,False,False,False,False,False,False,True,7a1b4f7a35173068b4a717fc0f3acd68624fcaf494277ffe3de3fd41baf87802,274.0,274.0,0.0,False,official,0.8176369080367873,1.3511534765509672,1.075679136086504,,1.0992870584020962,1.60717000006061,2.25440159496642,56643.0,66.0,339.997055769,1635.0,0.0,1462.0,
BY2,C_position_noise_mild,position_noise,7.0,C_position_noise_mild__seed_7,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,bfaca5750356d4697e6e3a3a48ecce098556a4f65f1adb13f225a5d9d60f57c3,e8021bed0db893b65fe1084c352728d037cd9970e324c564a338fc03b6ccac4d,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_mild,position_noise,8.0,C_position_noise_mild__seed_8,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,7573379b07455e5c3d05757182e3b9bd8f6ebd898aba4ec8885d21f4af44895d,06b1396ed29160581d043f975b779281d1ff01bc4d355511f3bad7d86eac72b1,False,False,False,False,False,False,True,94c82c7286cc72194b4175ec4e6db0732808e42f44bc96e23ec2d3649062c419,0.0,0.0,0.0,False,official,0.8159201693321445,1.3785593318212668,1.1111706028457116,,1.1652291579245315,1.6367755980765188,2.8568561180071264,56643.0,66.0,339.997055769,1091.0,0.0,916.0,
BY2,C_position_noise_mild,position_noise,8.0,C_position_noise_mild__seed_8,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,47e57082aedb21850abed6a8e82cacf0fc4b16e1da48065c3d396923772eb973,06b1396ed29160581d043f975b779281d1ff01bc4d355511f3bad7d86eac72b1,False,False,False,False,False,False,True,3d3be95254f3787802c79d45edb3515e810734ae3320de161b5e88a2ae2bc8b4,274.0,0.0,0.0,False,official,0.815764011082943,1.3783324038732452,1.1110037325719777,,1.1573747643274104,1.6345484731651776,2.876590807719584,56643.0,66.0,339.997055769,1365.0,0.0,1192.0,
BY2,C_position_noise_mild,position_noise,8.0,C_position_noise_mild__seed_8,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,492cac070ffc359ced2287e69e0da32822b3f834f224f80ba3b1ceaa1f20bb71,06b1396ed29160581d043f975b779281d1ff01bc4d355511f3bad7d86eac72b1,False,False,False,False,False,False,True,4c746bd133d3901b83480999902313e52b08e16d85e27c7a69c5f3b2fa274f64,0.0,274.0,0.0,False,official,0.8158837967247762,1.3785352813194138,1.1111674725640417,,1.165130034161276,1.6366461643134058,2.856457780717189,56643.0,66.0,339.997055769,1365.0,0.0,1190.0,
BY2,C_position_noise_mild,position_noise,8.0,C_position_noise_mild__seed_8,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,6aa29ded68837bdc145d219b39e792dc2cfa5cbc03e9934b595901e1314e662c,06b1396ed29160581d043f975b779281d1ff01bc4d355511f3bad7d86eac72b1,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_mild,position_noise,8.0,C_position_noise_mild__seed_8,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,70bcf8bf63ca0963053e006302b1dee16b45d62a2700a04a27ca309e3b65c6d1,06b1396ed29160581d043f975b779281d1ff01bc4d355511f3bad7d86eac72b1,False,False,False,False,False,False,True,fa55648772e4186f620225c77e5d132078222ae27ec28961b6f68453c6ccef1d,274.0,274.0,0.0,False,official,0.8157266868534109,1.3783078644449376,1.111000693764825,,1.157281331378833,1.6344270195133672,2.8761640132896757,56643.0,66.0,339.997055769,1639.0,0.0,1466.0,
BY2,C_position_noise_mild,position_noise,8.0,C_position_noise_mild__seed_8,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,4793fb08d9db1078237302139a46ac35203c4b3dc12b4bcc2f9905b1b1c5c2ba,06b1396ed29160581d043f975b779281d1ff01bc4d355511f3bad7d86eac72b1,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_mild,position_noise,9.0,C_position_noise_mild__seed_9,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,7fcc50e867e40285d1b2ad062eeb9709be4e3296b2e99d6d5e3164bc21524843,6a109cee92c1ded62bded2068fc51e79a729fb1eec08dfcae75f09319c41cad4,False,False,False,False,False,False,True,d98c6827c435101906159892214dd5b50948eab8c72750a7ce5a46f446f2b6af,0.0,0.0,0.0,False,official,0.7861250566682706,1.360745735313501,1.1106918346022847,,1.3304278029346723,1.5634819489366698,3.169120275850203,56643.0,66.0,339.997055769,1089.0,0.0,906.0,
BY2,C_position_noise_mild,position_noise,9.0,C_position_noise_mild__seed_9,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,f2f91485546e9fd3b1a78c96c5dbce2543668a6741e061319199a3727eb506f6,6a109cee92c1ded62bded2068fc51e79a729fb1eec08dfcae75f09319c41cad4,False,False,False,False,False,False,True,6491109671101d905ea77010193f6df5ce00bb21403dc0caf415ac9c82262bac,274.0,0.0,0.0,False,official,0.7850461454549593,1.3603000514658594,1.1109089879573082,,1.3113181677361847,1.5626706756774735,3.098322316644967,56643.0,66.0,339.997055769,1363.0,0.0,1180.0,
BY2,C_position_noise_mild,position_noise,9.0,C_position_noise_mild__seed_9,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,865f5cf77a86d2570305fb66141afc67c9f237447e157e4311a4585065320b3d,6a109cee92c1ded62bded2068fc51e79a729fb1eec08dfcae75f09319c41cad4,False,False,False,False,False,False,True,e2be690474880ee10a2770ce067956e196daeff2855ae53e0e3110ca954b5f3e,0.0,274.0,0.0,False,official,0.7860675610955465,1.3607184678880733,1.110699121384799,,1.3299019304636135,1.5634374344165531,3.1668458779591053,56643.0,66.0,339.997055769,1363.0,0.0,1180.0,
BY2,C_position_noise_mild,position_noise,9.0,C_position_noise_mild__seed_9,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,a4ebcbd68c48173cefc5b937cf33327e69cdc306b5509591ec5366657ebd0c83,6a109cee92c1ded62bded2068fc51e79a729fb1eec08dfcae75f09319c41cad4,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_mild,position_noise,9.0,C_position_noise_mild__seed_9,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,86cdbe5302520a826d5b633d21670b3a480edde5800bcabfcc946d432175d8d0,6a109cee92c1ded62bded2068fc51e79a729fb1eec08dfcae75f09319c41cad4,False,False,False,False,False,False,True,1e644740496e8b0d0cab732c2eecde88364106e5794cf5b563216652f54f51f6,274.0,274.0,0.0,False,official,0.7849926732717206,1.3602746325337425,1.1109156488341163,,1.3108378827104628,1.5626379232904155,3.096725006219462,56643.0,66.0,339.997055769,1637.0,0.0,1454.0,
BY2,C_position_noise_mild,position_noise,9.0,C_position_noise_mild__seed_9,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,faeb2fc77a25944a2f9775091b7254f9122152f096d4f457d91b1a8e98496c73,6a109cee92c1ded62bded2068fc51e79a729fb1eec08dfcae75f09319c41cad4,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_strong,position_noise,0.0,C_position_noise_strong__seed_0,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,c22e158ea7c072885319057c32e436177ad769eb7ed3854d2d92f3e9bf683e41,d6f22ce0be070fcee945c0246e3fe4a962cceeb504d9ec49b0e081b60b8c6f1a,False,False,False,False,False,False,True,9965d1a0f9a2494a7ed72b82d53528efe9ac5e6dd675dac8e92e42f1e81fcb84,0.0,0.0,0.0,False,official,4.419746470752759,5.400033004335296,3.102611413338611,,2.967961401164588,2.730272086489186,56.57844592557026,56643.0,66.0,339.997055769,830.0,0.0,818.0,
BY2,C_position_noise_strong,position_noise,0.0,C_position_noise_strong__seed_0,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,b50f27e509b0c7447df7976ad8a2918e4d213d6250f79365ffe5c8a8320a634f,d6f22ce0be070fcee945c0246e3fe4a962cceeb504d9ec49b0e081b60b8c6f1a,False,False,False,False,False,False,True,1d85d29a2d965138ecc57caf7f522fed9e4aec6bb8a9f5afaae65fb34e20ac6c,274.0,0.0,0.0,False,official,4.418701789351642,5.397391389326455,3.099501299621595,,2.952831586681468,2.718697739274625,55.78699695396284,56643.0,66.0,339.997055769,1104.0,0.0,1092.0,
BY2,C_position_noise_strong,position_noise,0.0,C_position_noise_strong__seed_0,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,5104b63a96b51735feaa89a7bda77305bea191a603cce2b4a78148900f1c7a7d,d6f22ce0be070fcee945c0246e3fe4a962cceeb504d9ec49b0e081b60b8c6f1a,False,False,False,False,False,False,True,f413d4d259716b70a3317730651da15aa13b4101ad1e9fd6fb3e657f26dca486,0.0,274.0,0.0,False,official,4.419169315723438,5.399303924372241,3.1021646356552264,,2.965555420092226,2.7295704445927766,56.650547165452814,56643.0,66.0,339.997055769,1104.0,0.0,1092.0,
BY2,C_position_noise_strong,position_noise,0.0,C_position_noise_strong__seed_0,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,bde0777864903a7f9165487315bdb627c5ac9526b21ef61b9b42e11e4cedb04c,d6f22ce0be070fcee945c0246e3fe4a962cceeb504d9ec49b0e081b60b8c6f1a,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_strong,position_noise,0.0,C_position_noise_strong__seed_0,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,9854454c48ba96d06c5d80634a59d349e222f5aeb17d17462aeadcafdca98990,d6f22ce0be070fcee945c0246e3fe4a962cceeb504d9ec49b0e081b60b8c6f1a,False,False,False,False,False,False,True,b2d5a6c5342999e791bb0e66927db75a7d2fb27820194ef1ce7876bd44f159b2,274.0,274.0,0.0,False,official,4.418138495334035,5.396694726487328,3.0990911904853085,,2.950572457885404,2.717948423934977,55.84516402168182,56643.0,66.0,339.997055769,1378.0,0.0,1366.0,
BY2,C_position_noise_strong,position_noise,0.0,C_position_noise_strong__seed_0,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,c280b5500645341b885d64dd9ace9c0ad63881495d14433752a0348853748672,d6f22ce0be070fcee945c0246e3fe4a962cceeb504d9ec49b0e081b60b8c6f1a,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_strong,position_noise,1.0,C_position_noise_strong__seed_1,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,b2275d153f5000e6e5bce129d3076c97e846280048742c68356c2d50020e1860,3085273c2bb8cf585a6e95a86b9b68c9b049802bb9c5731821154fefda2a5805,False,False,False,False,False,False,True,34737ff3c2cceff1eb09d03cef88d2d242c50c37c89d32ef4a7529c085d329c9,0.0,0.0,0.0,False,official,3.899956477897907,5.458023619870979,3.81842392952533,,2.796585394155777,2.48935180519659,73.14549811883349,56643.0,66.0,339.997055769,829.0,0.0,820.0,
BY2,C_position_noise_strong,position_noise,1.0,C_position_noise_strong__seed_1,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,0a4084e44d6fe50bbf8218f8ee777ee3362ddd9f0c149cad0adcbb883f35dd58,3085273c2bb8cf585a6e95a86b9b68c9b049802bb9c5731821154fefda2a5805,False,False,False,False,False,False,True,1a87146929b425363645c786cf46c8e81c2e44223f8f08d2a98ea099bf4b76a2,274.0,0.0,0.0,False,official,3.899319198521698,5.456837154047396,3.817378880047432,,2.7894222455627897,2.4815871849138103,75.23849126646846,56643.0,66.0,339.997055769,1103.0,0.0,1094.0,
BY2,C_position_noise_strong,position_noise,1.0,C_position_noise_strong__seed_1,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,77f2142f9092dd604d4368f044d8cdec78d289343869c29fc15f1d60f247640e,3085273c2bb8cf585a6e95a86b9b68c9b049802bb9c5731821154fefda2a5805,False,False,False,False,False,False,True,0583f9149439ac5cabf11ce048f0e52ea352a66d87c5c8c9422ed80a67db139e,0.0,274.0,0.0,False,official,3.899510086614607,5.457598523526733,3.818272217691154,,2.795441366513639,2.488995844026073,73.17603881717491,56643.0,66.0,339.997055769,1103.0,0.0,1094.0,
BY2,C_position_noise_strong,position_noise,1.0,C_position_noise_strong__seed_1,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,0cc67c624f92a27302cc0dad88b499fc1a4d4cd3b9e5f7688eedb579aa9b2d2d,3085273c2bb8cf585a6e95a86b9b68c9b049802bb9c5731821154fefda2a5805,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_strong,position_noise,1.0,C_position_noise_strong__seed_1,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,c60db9f5a0eba6eb0a4b2c1e961fcaa65770001f65753f74866f0540e47d22d5,3085273c2bb8cf585a6e95a86b9b68c9b049802bb9c5731821154fefda2a5805,False,False,False,False,False,False,True,646ae5cded1bc991dc9e507f4bb834645def6d063ee4f286c67b27c3e745889d,274.0,274.0,0.0,False,official,3.898859416752921,5.456399917089253,3.8172235071591865,,2.7882624858065124,2.481201906868523,75.25680582802242,56643.0,66.0,339.997055769,1377.0,0.0,1368.0,
BY2,C_position_noise_strong,position_noise,1.0,C_position_noise_strong__seed_1,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,87bf03651f6fb1fdce6fbd602f73d0937e213b38db7ec2f9d49b738b2c85a4e6,3085273c2bb8cf585a6e95a86b9b68c9b049802bb9c5731821154fefda2a5805,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_strong,position_noise,2.0,C_position_noise_strong__seed_2,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,1171202577ab0cba845c21fb57c00ee69a6efc10ffd301a88e49b5f030fd5c05,543be932f7ff93b7598d81929f2833f8bfbc5264dd5d0bf8c83bc9db8f6a8bf0,False,False,False,False,False,False,True,7ef542e6f79414937883c577ee9b7dbefc9e034d756435eae2ce5d2d268ea9a6,0.0,0.0,0.0,False,official,5.343670059737207,6.476315290352076,3.65894110812353,,9.90722536769219,6.462169910231162,10.662491672536948,56643.0,66.0,339.997055769,1063.0,0.0,1007.0,
BY2,C_position_noise_strong,position_noise,2.0,C_position_noise_strong__seed_2,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,36d197514d1452c9e7838f8cbf130c6bfe561d6265e643fd4d92a966cecfc51d,543be932f7ff93b7598d81929f2833f8bfbc5264dd5d0bf8c83bc9db8f6a8bf0,False,False,False,False,False,False,True,07736c1ef2279f407e8d46674f9a4291b0b96722cb4165d4eccd64e482072e05,274.0,0.0,0.0,False,official,5.27560783379951,6.422754137992709,3.663295333583645,,9.55103097645511,6.430830009945797,10.210868674791692,56643.0,66.0,339.997055769,1344.0,0.0,1285.0,
BY2,C_position_noise_strong,position_noise,2.0,C_position_noise_strong__seed_2,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,ea693efbae98e44f5f6a4d98f5a4679ff50192bf2a90585ce94e5b02f0ee374e,543be932f7ff93b7598d81929f2833f8bfbc5264dd5d0bf8c83bc9db8f6a8bf0,False,False,False,False,False,False,True,d5ed33f2a021bd4eecbc9d9e5ebd3d7b93c55441f2941b4672a543d3e8d59a2a,0.0,274.0,0.0,False,official,5.339709495668534,6.472996457466382,3.658850316730604,,9.891668236127622,6.460682238063521,10.653535428070375,56643.0,66.0,339.997055769,1337.0,0.0,1281.0,
BY2,C_position_noise_strong,position_noise,2.0,C_position_noise_strong__seed_2,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,f2b4d937d300489e85db5ada3dfb8a17de5573a85254be142402375079f9b2aa,543be932f7ff93b7598d81929f2833f8bfbc5264dd5d0bf8c83bc9db8f6a8bf0,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_strong,position_noise,2.0,C_position_noise_strong__seed_2,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,741c5527a52f0318c0e283d7229a65a87261fe218182190fc459da8015bbfb09,543be932f7ff93b7598d81929f2833f8bfbc5264dd5d0bf8c83bc9db8f6a8bf0,False,False,False,False,False,False,True,82f910f27b9fa0202d87577e037f6470e124fac7594bd3993e6a4cf90860303c,274.0,274.0,0.0,False,official,5.272641169057011,6.420488194025082,3.663594376016616,,9.534942680516602,6.431618300251801,10.220715939338255,56643.0,66.0,339.997055769,1618.0,0.0,1559.0,
BY2,C_position_noise_strong,position_noise,2.0,C_position_noise_strong__seed_2,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,e76eec05268499ebc2d96321b13e5239cca21ae1a34c33f421394673bda2fc9d,543be932f7ff93b7598d81929f2833f8bfbc5264dd5d0bf8c83bc9db8f6a8bf0,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_strong,position_noise,3.0,C_position_noise_strong__seed_3,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,9415560e85c799c2457d6c544d5b48575cc00f1dc2d4b7b510a090c5d30e47c4,62bf0caf9f46bc92ce1aace001718b0e0039f4329cb30664f6aca4cc52c51a04,False,False,False,False,False,False,True,a6565f1ad97fda87421e4bbd8384cd1c3694764efba1a152ebb21eb624335b4c,0.0,0.0,0.0,False,official,4.288769128131071,5.3631352664625584,3.2201986354826406,,2.6201977415898408,4.084968879673498,32.27096901880984,56643.0,66.0,339.997055769,996.0,0.0,953.0,
BY2,C_position_noise_strong,position_noise,3.0,C_position_noise_strong__seed_3,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,bb33a91c95a2aced9cb0e2a3ec9909617b289757898c63713a1b12aaff5e0de5,62bf0caf9f46bc92ce1aace001718b0e0039f4329cb30664f6aca4cc52c51a04,False,False,False,False,False,False,True,1df26f7b65d466a9ccb96be18fa4a98f76de3f5de44a50e5070927d871e8ae5c,274.0,0.0,0.0,False,official,4.2921351414683295,5.347201226835304,3.189065205925025,,2.620442833788686,4.007834836089803,32.458988349827244,56643.0,66.0,339.997055769,1269.0,0.0,1225.0,
BY2,C_position_noise_strong,position_noise,3.0,C_position_noise_strong__seed_3,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,42c365f342cd6c50a95f41f0868072fa4cb186dd6db92006171b731d10dbcb93,62bf0caf9f46bc92ce1aace001718b0e0039f4329cb30664f6aca4cc52c51a04,False,False,False,False,False,False,True,d8a4e03a21e606d71d26361903f23e5d5693fad7502851c27f8f016dfac9c56a,0.0,274.0,0.0,False,official,4.288213877438343,5.361641704044261,3.2184504818144792,,2.6186618690246632,4.080450767999044,32.269049389804664,56643.0,66.0,339.997055769,1270.0,0.0,1227.0,
BY2,C_position_noise_strong,position_noise,3.0,C_position_noise_strong__seed_3,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,350bc8c9aba62a10be7a17de6af4934e1bd7a9e2c2e0ea68ec9bb193bc3aa38d,62bf0caf9f46bc92ce1aace001718b0e0039f4329cb30664f6aca4cc52c51a04,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_strong,position_noise,3.0,C_position_noise_strong__seed_3,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,6159b13cf1db5bcc214d3f8cd75010e3c5bb2b47847341d41a00b86448d75d66,62bf0caf9f46bc92ce1aace001718b0e0039f4329cb30664f6aca4cc52c51a04,False,False,False,False,False,False,True,8d48b96219fbd5a5f8182839778489ef46762a75bc41f590eeef4508cb7f5dad,274.0,274.0,0.0,False,official,4.291589889535065,5.345796055507245,3.1874428131524546,,2.618879486243712,4.003916099579412,32.45752208669962,56643.0,66.0,339.997055769,1543.0,0.0,1499.0,
BY2,C_position_noise_strong,position_noise,3.0,C_position_noise_strong__seed_3,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,c48e207830a15fdaaf2ef1c94c6225f8d6139161a28597b44ebd6e10481268fb,62bf0caf9f46bc92ce1aace001718b0e0039f4329cb30664f6aca4cc52c51a04,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,C_position_noise_strong,position_noise,4.0,C_position_noise_strong__seed_4,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,de4685021db469e0aead4eef37f66ef6e08fb94cb65309b991e661e2c405bb57,24cb866b461cc316a3d7645d9117821d825901b7722debc929978983e9eb90b2,False,False,False,False,False,False,True,e6fdd9041bff7a65a7cca0fd1dcbcfcac3fc714dd6d0c20345596e417614c9b8,0.0,0.0,0.0,False,official,4.008932817493504,5.171438143384571,3.2668379414468154,,5.028115689962677,3.179994017668644,28.385457331939623,56643.0,66.0,339.997055769,859.0,0.0,846.0,
BY2,C_position_noise_strong,position_noise,4.0,C_position_noise_strong__seed_4,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,e0600701b03f9e2ca926d6548b4048769e638fb1375065b9e05fb13438dd6f11,24cb866b461cc316a3d7645d9117821d825901b7722debc929978983e9eb90b2,False,False,False,False,False,False,True,360d52c9b04dd13c9a7423c6f567452e1468e023ad7b793a57698a68b35fb066,274.0,0.0,0.0,False,official,3.999876446199021,5.148247103906126,3.2412091351870678,,4.68566329473217,3.2301854871273377,31.438135127444067,56643.0,66.0,339.997055769,1111.0,0.0,1101.0,
BY2,C_position_noise_strong,position_noise,4.0,C_position_noise_strong__seed_4,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,79dc1525d4194413568ad251cb77933372a426dc07eedd08a1e5890790a65a43,24cb866b461cc316a3d7645d9117821d825901b7722debc929978983e9eb90b2,False,False,False,False,False,False,True,f84219f5e30c4b4fc536fd6b6b09ba93dc67d083ea20f92cd1b6e017ea5f4ea8,0.0,274.0,0.0,False,official,4.008543395918792,5.170978703932725,3.266588526209204,,5.025071940425665,3.1795346812482888,28.395553705967767,56643.0,66.0,339.997055769,1133.0,0.0,1120.0,
BY2,C_position_noise_strong,position_noise,4.0,C_position_noise_strong__seed_4,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,c3f1129ee34b98d5e83bcd833abe9d9cb1e656a7e55662a55c49863abed6a2d3,24cb866b461cc316a3d7645d9117821d825901b7722debc929978983e9eb90b2,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
